Well,Date,Time,pH,Cond,ORP,Temp,DO,TC,NPOC,TIC,NH4,Cl,NO2,SO4,NO3,Li,sd,Be,sd,B,sd,Na,sd,Mg,sd,Al,sd,Si,sd,Si-1,sd,K,sd,V,sd,Cr,sd,Mn,sd,Ca,sd,Fe,sd,Se,sd,SeO,sd,Ti,sd,Ni,sd,Co,sd,Cu,sd,Zn,sd,Ge,sd,As,sd,Rb,sd,Sr,sd,Zr,sd,Mo,sd,Ag,sd,Cd,sd,Sn,sd,Sb,sd,Cs,sd,Ba,sd,Eu,sd,Pb,sd,Th,sd,U,sd,PO,sd,AsO,sd
MCT2-3S,7/11/19,14:22,6.49,356,9,11.1,,4.94,0.47,4.47,0.0047,0.1029,,0.0579,0.0005,,,,,,,2.86E-04,4.21E-06,4.77E-04,1.20E-05,4.46E-06,2.00E-07,1.81E-04,2.54E-06,1.96E-04,1.68E-06,2.95E-05,3.04E-07,8.61E-09,3.30E-10,,,9.28E-06,1.47E-07,1.66E-03,1.87E-05,1.48E-05,9.73E-08,,,,,,,1.22E-07,5.69E-09,2.09E-08,6.96E-10,9.87E-08,4.06E-09,2.63E-06,2.89E-08,,,7.90E-08,2.62E-09,7.70E-09,2.85E-10,2.80E-06,3.75E-08,,,,,,,,,,,,,,,6.93E-07,1.35E-08,,,7.09E-09,3.68E-10,,,1.92E-09,2.26E-10,7.71E-06,4.44E-07,,
MCT2-3S,7/17/19,13:46,6.7,461,4,9.6,,6.26,0.47,5.8,0.0071,0.1835,,0.0451,0.0005,,,,,,,3.61E-04,8.00E-06,6.50E-04,1.29E-05,,,2.16E-04,5.30E-06,2.22E-04,2.53E-06,9.60E-06,2.33E-07,,,,,1.31E-05,2.80E-07,2.15E-03,3.18E-05,1.54E-05,2.74E-07,,,,,,,1.13E-07,4.34E-09,2.11E-08,9.52E-10,,,2.35E-07,1.42E-08,,,7.42E-09,1.21E-09,1.57E-09,3.26E-10,3.77E-06,1.55E-08,,,,,,,,,,,,,,,8.88E-07,8.33E-09,,,,,,,3.08E-09,2.88E-10,7.56E-06,3.56E-07,,
MCT2-3S,9/24/19,,,,,,,3.24,0.4,2.84,0.0023,0.3692,,0.6709,,,,,,,,3.90E-04,7.99E-06,4.85E-04,5.42E-06,,,1.55E-04,2.90E-06,1.51E-04,2.17E-06,5.78E-06,8.42E-08,,,,,5.25E-06,1.08E-07,1.56E-03,2.14E-05,9.54E-06,7.76E-08,,,,,,,8.54E-08,2.94E-09,1.22E-08,3.16E-10,1.69E-08,7.55E-10,2.85E-07,1.38E-08,,,1.00E-08,9.05E-10,,,2.69E-06,2.38E-08,,,9.76E-09,5.04E-10,,,,,1.20E-08,5.42E-10,,,,,6.55E-07,8.97E-09,,,1.96E-08,4.14E-10,,,1.62E-09,9.46E-11,2.18E-05,3.85E-06,,
MCT2-4D,6/1/19,13:00,7.29,416,228,11.8,,2.95,0.17,2.78,0.0013,0.3093,,0.2567,,,,,,,,2.08E-04,4.87E-06,3.39E-04,4.48E-06,,,1.15E-04,2.22E-06,1.10E-04,1.18E-06,3.56E-06,6.78E-08,,,,,5.54E-08,1.11E-09,1.61E-03,9.95E-06,1.49E-07,4.21E-09,,,,,,,3.71E-08,5.47E-09,,,8.84E-09,1.88E-09,2.98E-07,1.04E-08,,,,,1.59E-09,3.76E-10,2.18E-06,3.82E-08,,,,,,,,,,,,,,,4.73E-07,9.61E-09,,,,,,,,,8.75E-06,8.21E-07,,
MCT2-4D,6/7/19,11:50,7.3,328,181,7.9,,2.78,0.21,2.57,0.0014,0.2247,,0.1765,0.0005,,,,,,,1.80E-04,2.35E-06,2.78E-04,5.25E-06,,,1.17E-04,2.63E-06,1.19E-04,1.13E-05,2.89E-06,7.11E-08,,,9.00E-09,2.36E-09,7.08E-07,1.68E-08,1.24E-03,1.16E-05,3.88E-07,1.70E-08,,,,,,,3.93E-08,4.20E-09,,,1.05E-08,2.13E-09,3.75E-07,1.05E-08,,,,,,,1.72E-06,2.12E-08,,,,,,,,,,,,,,,3.96E-07,4.62E-09,,,,,,,,,6.33E-06,6.32E-07,,
MCT2-4D,6/14/19,15:10,7.27,298,175,8.1,,2.55,0.22,2.32,0.0022,0.1521,,0.1652,0.0005,,,,,,,1.61E-04,1.87E-06,2.61E-04,5.06E-06,,,1.12E-04,2.92E-06,1.10E-04,6.33E-07,2.98E-06,8.17E-08,,,7.42E-09,5.46E-10,2.15E-07,3.30E-09,1.18E-03,7.88E-06,3.36E-07,1.19E-08,,,,,,,4.18E-08,5.34E-09,,,1.69E-08,1.92E-09,3.64E-07,1.39E-08,,,,,,,1.62E-06,1.67E-08,,,,,,,,,,,,,,,3.61E-07,1.08E-08,,,,,,,,,6.32E-06,5.52E-07,,
MCT2-4D,6/24/19,14:26,7.3,273,91,11.9,,2.39,0.2,2.19,0.0044,0.1093,,0.1584,0.0005,,,,,,,1.61E-04,2.59E-06,2.63E-04,6.05E-06,,,1.12E-04,2.21E-06,1.08E-04,9.28E-07,4.53E-06,1.04E-07,,,1.45E-08,1.27E-09,3.36E-07,7.53E-09,1.18E-03,1.64E-05,4.78E-07,1.38E-08,,,,,,,4.53E-08,5.22E-09,,,1.86E-08,2.01E-09,4.16E-07,1.64E-08,,,,,,,1.62E-06,4.03E-09,,,,,,,,,,,,,,,3.61E-07,6.59E-09,,,,,,,,,6.11E-06,5.10E-07,,
MCT2-4D,7/1/19,13:27,7.74,317,137,12.8,,2.15,0.29,1.86,0.0054,0.0299,,0.149,0.0005,,,,,,,1.40E-04,2.34E-06,2.48E-04,4.22E-06,,,1.14E-04,1.70E-06,1.11E-04,8.74E-07,4.97E-06,1.08E-07,,,,,4.22E-07,5.57E-09,1.09E-03,7.04E-06,3.80E-07,8.56E-09,,,,,,,3.28E-08,4.37E-09,,,1.59E-08,2.34E-09,5.36E-07,2.00E-08,,,,,1.35E-09,2.45E-10,1.56E-06,2.62E-08,,,,,,,,,,,,,,,3.55E-07,4.10E-09,,,,,,,,,5.95E-06,5.98E-07,,
MCT2-4D,7/11/19,15:55,6.97,222,51,9.1,,2.17,0.22,1.96,0.0055,0.0599,,0.1544,0.0005,,,,,,,1.40E-04,1.59E-06,2.44E-04,6.09E-06,,,1.16E-04,2.56E-06,1.12E-04,7.85E-07,1.30E-05,2.36E-07,,,,,1.82E-07,3.82E-09,1.08E-03,1.62E-05,4.76E-07,2.23E-08,,,,,,,3.71E-08,3.87E-09,,,6.02E-08,2.49E-09,6.02E-07,1.13E-08,,,,,4.16E-09,2.45E-10,1.53E-06,2.50E-08,,,,,,,,,5.79E-09,5.80E-10,,,,,3.35E-07,7.02E-09,,,,,,,,,5.91E-06,7.05E-07,,
MCT2-4D,7/17/19,14:51,7.35,265,-13,8.6,,2.89,,,,0.036,,0.1311,0.0091,,,,,,,1.48E-04,2.14E-06,2.96E-04,5.38E-06,,,1.30E-04,2.10E-06,1.26E-04,6.56E-07,4.23E-06,6.86E-08,,,,,2.19E-06,4.69E-08,1.30E-03,1.72E-05,9.50E-07,1.31E-08,,,,,,,3.91E-08,3.08E-09,,,8.76E-09,2.31E-09,3.30E-07,1.58E-08,,,,,,,1.86E-06,1.23E-08,,,6.18E-09,8.51E-10,,,,,,,,,,,4.20E-07,4.12E-09,,,,,,,,,5.71E-06,4.99E-07,,
MCT2-4D,7/22/19,13:00,7.62,282,17,14.3,,2.98,0.21,2.77,0.0024,0.0407,,0.1345,,,,,,,,1.47E-04,2.53E-06,2.99E-04,7.52E-06,,,1.33E-04,4.15E-06,1.26E-04,6.31E-07,3.98E-06,1.08E-07,,,,,2.50E-06,5.41E-08,1.33E-03,6.68E-06,9.03E-07,1.46E-08,,,,,,,4.14E-08,1.83E-09,,,6.54E-09,2.42E-09,3.32E-07,1.11E-08,,,,,,,1.90E-06,3.99E-08,,,7.11E-09,1.07E-09,,,,,,,,,,,4.25E-07,4.81E-09,,,,,,,,,5.71E-06,5.22E-07,,
MCT2-4D,8/14/19,13:43,7.166,266,-38,11.1,,3.17,0.32,2.85,0.0096,0.0598,,0.1245,0.0023,,,,,,,1.66E-04,2.39E-06,3.07E-04,2.72E-06,,,1.32E-04,2.02E-06,1.30E-04,4.65E-07,7.75E-06,2.08E-07,,,,,2.08E-06,3.70E-08,1.24E-03,9.54E-06,1.78E-06,1.91E-08,,,,,,,4.21E-08,3.42E-09,5.19E-09,5.04E-10,9.89E-09,7.21E-10,1.62E-07,1.05E-08,,,,,2.92E-09,1.60E-10,1.88E-06,3.90E-08,,,7.06E-09,4.90E-10,,,,,,,,,,,4.25E-07,6.62E-09,,,,,,,8.71E-10,7.34E-11,8.70E-06,6.35E-07,,
MCT2-4D,10/23/19,,7.76,451,200,,,4.41,0.45,3.96,0.0082,0.1802,,0.2,0.0017,4.89E-07,4.94E-08,,,,,2.03E-04,2.75E-06,4.73E-04,7.66E-06,,,1.58E-04,2.49E-06,1.55E-04,1.11E-06,6.61E-06,1.32E-07,,,,,1.09E-07,2.31E-09,1.96E-03,7.67E-06,2.05E-07,4.43E-09,,,,,,,6.44E-08,3.27E-09,,,1.07E-08,1.38E-09,2.28E-07,1.12E-08,,,,,2.02E-09,1.19E-10,2.89E-06,1.50E-08,,,9.30E-09,6.03E-10,,,,,1.33E-08,1.02E-09,,,,,7.00E-07,7.43E-09,,,,,,,1.89E-09,6.98E-11,1.14E-05,8.29E-07,,
MCT2-4M,6/1/19,13:10,6.99,268,186,11.7,,2.14,0.3,1.85,0.0016,0.2198,,0.1165,,,,,,,,1.55E-04,3.50E-06,2.57E-04,2.75E-06,,,1.22E-04,1.69E-06,1.22E-04,1.71E-06,1.90E-06,3.77E-08,,,7.24E-09,1.55E-09,5.27E-07,1.06E-08,8.68E-04,9.00E-06,5.63E-07,1.08E-08,,,,,,,3.50E-08,4.23E-09,,,9.74E-09,1.91E-09,3.10E-07,1.61E-08,,,,,,,1.47E-06,1.07E-08,,,,,,,,,,,,,,,3.61E-07,4.50E-09,,,,,,,,,7.37E-06,2.69E-07,,
MCT2-4M,6/7/19,11:50,7.04,253,169,9.4,,2.17,0.33,1.84,0.0014,0.1166,,0.1166,0.0005,,,,,,,1.37E-04,1.38E-06,2.43E-04,2.29E-06,,,1.16E-04,2.18E-06,1.13E-04,9.98E-07,5.26E-06,7.06E-08,,,1.35E-08,1.69E-09,2.94E-07,3.73E-09,8.58E-04,1.06E-05,5.54E-07,1.32E-08,,,,,,,3.91E-08,3.15E-09,,,1.77E-08,2.28E-09,4.04E-07,1.31E-08,,,,,,,1.46E-06,2.79E-08,,,,,,,,,,,,,,,3.71E-07,8.34E-09,,,,,,,,,7.28E-06,4.42E-07,,
MCT2-4M,6/14/19,15:10,7.14,228,176,8.6,,1.81,0.24,1.58,0.0021,0.0627,,0.1411,0.0007,,,,,,,8.18E-05,5.54E-07,1.97E-04,2.96E-06,,,9.13E-05,1.40E-06,8.48E-05,1.23E-06,5.52E-06,1.20E-07,,,,,8.15E-08,3.07E-09,7.53E-04,1.07E-05,3.22E-07,8.15E-09,,,,,,,2.36E-08,1.89E-09,,,1.08E-08,2.40E-09,3.09E-07,1.34E-08,,,,,,,1.28E-06,1.80E-08,,,,,,,,,,,,,,,3.03E-07,3.25E-09,,,,,,,,,6.36E-06,4.64E-07,,
MCT2-4M,6/24/19,14:32,7.23,199,38,10,,1.89,0.4,1.5,0.0056,0.033,,0.1464,0.0005,,,,,,,1.08E-04,1.96E-06,2.31E-04,4.44E-06,2.75E-05,3.16E-07,1.37E-04,2.49E-06,1.32E-04,1.07E-06,2.19E-05,4.14E-07,4.36E-08,1.25E-09,1.18E-08,9.25E-10,3.37E-06,6.84E-08,8.63E-04,1.25E-05,3.44E-05,4.59E-07,,,,,1.35E-07,2.45E-08,1.15E-07,5.00E-09,3.37E-08,9.49E-10,1.14E-07,4.59E-09,1.11E-06,3.33E-08,,,2.02E-08,1.42E-09,7.78E-09,3.78E-10,1.48E-06,1.85E-08,,,,,,,,,,,,,,,6.31E-07,1.40E-08,,,3.47E-08,3.44E-10,,,,,1.40E-05,6.91E-07,,
MCT2-4M,7/1/19,13:50,7.45,184,63,11.6,,1.63,0.18,1.45,0.0044,0.0096,,0.15,0.001,,,,,,,9.79E-05,2.68E-06,1.97E-04,3.04E-06,2.07E-06,1.07E-07,9.00E-05,1.45E-06,8.78E-05,5.35E-07,3.15E-05,5.68E-07,,,1.70E-08,1.98E-09,1.38E-06,2.75E-08,7.96E-04,3.73E-06,2.28E-06,2.82E-08,,,,,,,6.25E-08,2.08E-09,3.18E-09,8.10E-10,1.67E-07,3.40E-09,8.34E-07,2.49E-08,,,,,5.25E-09,3.10E-10,1.33E-06,2.81E-09,,,,,,,,,,,,,,,3.51E-07,5.77E-09,,,,,,,,,6.71E-06,6.37E-07,,
MCT2-4M,7/11/19,15:50,6.64,199,45,11,,2.38,0.29,2.08,0.0079,0.0273,,0.1285,0.0005,,,,,,,9.93E-05,1.43E-06,2.58E-04,5.10E-06,,,1.29E-04,2.71E-06,1.27E-04,1.92E-06,9.30E-06,1.34E-07,,,,,1.32E-06,2.18E-08,9.47E-04,6.49E-06,3.73E-06,7.16E-08,,,,,,,3.97E-08,4.71E-09,,,1.99E-08,1.79E-09,4.63E-07,1.04E-08,,,,,,,1.58E-06,2.26E-08,,,,,,,,,,,,,,,3.99E-07,2.98E-09,,,,,,,,,7.37E-06,3.13E-07,,
MCT2-4M,7/17/19,15:07,7.19,219,39,12.3,,2.58,0.29,2.29,0.0139,0.0352,,0.1272,0.0005,,,,,,,1.10E-04,2.39E-06,2.85E-04,3.66E-06,,,1.41E-04,3.09E-06,1.38E-04,1.26E-06,3.98E-06,9.13E-08,,,1.23E-08,1.03E-09,4.07E-06,1.01E-07,1.04E-03,4.99E-06,4.33E-06,3.67E-08,,,,,,,5.00E-08,5.81E-09,1.12E-08,7.72E-10,1.82E-08,2.48E-09,3.46E-07,1.15E-08,,,,,3.94E-09,3.98E-10,1.74E-06,1.10E-08,,,,,,,,,,,,,,,4.42E-07,3.54E-09,,,,,,,,,7.78E-06,5.27E-07,,
MCT2-4M,7/22/19,13:05,7.47,241,25,14.3,,2.7,0.2,2.5,0.0041,0.0422,,0.1277,0.0005,,,,,,,1.19E-04,1.30E-06,2.99E-04,5.95E-06,,,1.51E-04,2.25E-06,1.46E-04,9.31E-07,3.55E-06,6.66E-08,,,2.89E-08,1.42E-09,4.53E-06,8.52E-08,1.09E-03,1.03E-05,5.29E-06,2.63E-08,,,,,,,6.25E-08,3.35E-09,9.67E-09,6.81E-10,1.84E-08,2.29E-09,3.47E-07,1.58E-08,,,,,3.50E-09,3.29E-10,1.83E-06,8.63E-09,,,,,,,,,,,,,,,4.58E-07,3.79E-09,,,,,,,,,8.06E-06,4.41E-07,,
MCT2-4S,6/1/19,13:15,7,277,74,12.2,,2.11,0.25,1.86,0.0019,0.208,,0.1013,0.0005,,,,,,,1.77E-04,3.76E-06,2.61E-04,5.60E-06,,,1.39E-04,3.28E-06,1.43E-04,1.54E-06,2.25E-06,4.66E-08,,,,,1.66E-06,2.99E-08,8.56E-04,1.42E-05,5.00E-06,5.69E-08,,,,,,,2.66E-08,3.21E-09,7.81E-09,5.65E-10,,,2.48E-07,1.63E-08,,,,,,,1.52E-06,1.84E-08,,,,,,,,,1.02E-08,7.16E-10,,,,,3.59E-07,6.11E-09,,,,,,,,,6.35E-06,6.26E-07,,
MCT2-4S,6/7/19,11:50,6.97,216,86,20.6,,2.01,0.28,1.73,0.001,0.0741,,0.1226,0.0005,,,,,,,1.54E-04,3.36E-06,2.46E-04,6.27E-06,,,1.27E-04,3.37E-06,1.30E-04,1.21E-06,4.83E-06,1.20E-07,,,,,1.29E-06,3.66E-08,8.20E-04,6.40E-06,2.49E-06,6.28E-08,,,,,,,2.80E-08,3.48E-09,5.18E-09,4.72E-10,5.71E-09,2.35E-09,4.30E-07,1.64E-08,,,,,,,1.47E-06,1.94E-08,,,,,,,,,5.94E-09,9.74E-10,,,,,4.25E-07,6.49E-09,,,,,,,,,6.22E-06,6.63E-07,,
MCT2-4S,6/14/19,15:10,7.13,197,153,9.6,,1.72,0.2,1.52,0.0018,0.0237,,0.1488,0.0005,,,,,,,1.04E-04,9.44E-07,2.06E-04,4.80E-06,,,1.04E-04,3.00E-06,1.06E-04,1.05E-06,4.79E-06,9.22E-08,,,,,9.79E-08,3.37E-09,7.05E-04,9.68E-06,2.06E-07,6.76E-09,,,,,,,2.73E-08,4.12E-09,,,9.52E-09,2.33E-09,2.27E-07,1.39E-08,,,,,,,1.26E-06,2.68E-08,,,,,,,,,,,,,,,3.05E-07,4.05E-09,,,,,,,,,6.31E-06,6.93E-07,,
MCT2-4S,6/24/19,14:14,7.07,200,74,13.7,,1.73,0.25,1.48,0.0057,0.0151,,0.1465,,,,,,,,9.91E-05,1.72E-06,2.15E-04,3.40E-06,,,1.10E-04,1.37E-06,1.11E-04,9.63E-07,4.79E-06,1.27E-07,,,1.09E-08,1.83E-08,8.00E-07,1.41E-08,7.37E-04,6.30E-06,1.16E-06,5.79E-08,,,,,,,2.26E-08,5.09E-09,,,7.25E-09,2.58E-09,4.13E-07,1.47E-08,,,,,,,1.32E-06,2.77E-08,,,,,,,,,,,,,,,3.46E-07,2.37E-09,,,,,,,,,6.29E-06,6.14E-07,,
MCT2-4S,7/1/19,13:44,7.26,204,96,11.9,,1.89,0.31,1.58,0.0039,0.0087,,0.1487,0.0005,,,,,,,8.78E-05,1.41E-06,2.18E-04,7.38E-06,,,1.08E-04,2.82E-06,1.05E-04,1.53E-06,1.69E-05,3.08E-07,,,,,6.05E-07,1.46E-08,8.12E-04,1.43E-05,1.79E-06,2.51E-08,,,,,,,4.06E-08,2.06E-09,,,5.83E-08,1.98E-09,3.63E-07,1.11E-08,,,,,,,1.43E-06,7.06E-09,,,,,,,,,,,,,,,3.53E-07,7.64E-09,,,,,,,,,7.65E-06,4.71E-07,,
MCT2-4S,7/11/19,15:31,6.85,203,23,12.4,,2.39,0.21,2.17,0.0037,0.0261,,0.1311,0.0005,,,,,,,1.15E-04,2.45E-06,2.60E-04,5.29E-06,,,1.32E-04,2.90E-06,1.32E-04,1.88E-06,2.30E-06,3.69E-08,,,2.77E-08,1.38E-09,1.07E-06,2.14E-08,9.01E-04,6.38E-06,2.49E-06,3.86E-08,,,,,,,4.63E-08,4.21E-09,,,2.45E-08,1.88E-09,3.31E-07,1.45E-08,,,,,,,1.56E-06,2.83E-08,,,,,,,,,,,,,,,3.88E-07,8.00E-09,,,,,,,,,8.73E-06,3.11E-07,,
MCT2-4S,7/17/19,,,,,,,,0.19,,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
