Location ID,Depth Name,Depth_cm bgs,Other Name,Date,Time,water table depth_cm bgs,pH,EC_uS/cm,ORP_mV,DO_uM,Fe(II)_uM,DOC_mM,DIC_mM,NH4_mM,Cl_mM,SO4_mM,NO3_mM,Li_M,sd_M,Be_M,sd_M,B_M,sd_M,Na_M,sd_M,Mg_M,sd_M,Al_M,sd_M,Si_M,sd_M,K_M,sd_M,V_M,sd_M,Cr_M,sd_M,Mn_M,sd_M,Ca_M,sd_M,Fe_M,sd_M,Se_M,sd_M,Ti_M,sd_M,Ni_M,sd_M,Co_M,sd_M,Cu_M,sd_M,Zn_M,sd_M,Ge_M,sd_M,Rb_M,sd_M,Sr_M,sd_M,Zr_M,sd_M,Mo_M,sd_M,Ag_M,sd_M,Cd_M,sd_M,Sn_M,sd_M,Sb_M,sd_M,Cs_M,sd_M,Ba_M,sd_M,Eu_M,sd_M,Pb_M,sd_M,Th_M,sd_M,U_M,sd_M,P_M,sd_M,As_M,sd_M
ER-MCP4,,,MCP-4,6/14/2018,9:30,61,,388,-14,,,0.321,4.679,0.0011,0.1462,0.0813,BDL,BDL,BDL,BDL,BDL,2.67E-07,1.07E-08,1.77E-04,1.86E-06,3.90E-04,1.65E-05,BDL,BDL,1.67E-04,3.80E-06,1.27E-05,3.45E-07,2.73E-09,1.99E-10,5.62E-09,1.55E-09,1.12E-05,1.23E-07,1.77E-03,1.21E-05,4.18E-05,3.07E-07,BDL,BDL,BDL,BDL,3.46E-08,2.77E-09,1.75E-09,2.35E-10,4.21E-09,7.21E-10,1.88E-06,1.29E-08,BDL,BDL,1.62E-09,2.31E-10,2.73E-06,1.29E-08,BDL,BDL,4.06E-09,7.06E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.54E-06,9.11E-09,3.20E-10,3.28E-11,BDL,BDL,BDL,BDL,2.83E-10,3.72E-11,1.02E-05,1.62E-07,3.85E-09,1.40E-09
ER-MCP4,,,MCP-4,6/19/2018,11:35,,,464,-51,,,0.335,4.584,0.0010,0.1492,0.0766,BDL,BDL,BDL,BDL,BDL,2.61E-07,7.59E-09,1.75E-04,2.13E-06,3.93E-04,1.16E-05,BDL,BDL,1.69E-04,2.84E-06,1.19E-05,2.70E-07,2.54E-09,2.25E-10,BDL,BDL,1.15E-05,9.84E-08,1.77E-03,1.18E-05,4.29E-05,2.34E-07,BDL,BDL,BDL,BDL,3.62E-08,2.68E-09,1.74E-09,2.42E-10,BDL,BDL,2.29E-06,1.52E-08,BDL,BDL,1.43E-09,1.71E-10,2.73E-06,7.55E-09,BDL,BDL,3.86E-09,3.27E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.55E-06,1.66E-08,3.79E-10,6.05E-11,BDL,BDL,BDL,BDL,2.86E-10,3.34E-11,9.82E-06,2.37E-07,3.96E-09,5.93E-10
ER-MCP4,,,MCP-4,6/21/2018,10:50,,,442,-98,,,0.327,4.808,0.0011,0.1481,0.0689,BDL,BDL,BDL,BDL,BDL,2.67E-07,1.34E-08,1.77E-04,1.80E-06,3.95E-04,1.57E-05,BDL,BDL,1.71E-04,3.40E-06,1.29E-05,3.28E-07,2.77E-09,1.57E-10,BDL,BDL,1.16E-05,1.06E-07,1.77E-03,9.64E-06,4.49E-05,1.59E-07,BDL,BDL,BDL,BDL,3.62E-08,1.46E-09,1.72E-09,3.07E-10,BDL,BDL,3.20E-06,4.37E-08,BDL,BDL,1.69E-09,1.81E-10,2.71E-06,2.48E-08,BDL,BDL,3.97E-09,4.88E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.55E-06,1.15E-08,3.33E-10,4.29E-11,BDL,BDL,BDL,BDL,2.74E-10,5.34E-11,9.57E-06,2.21E-07,4.02E-09,6.35E-10
ER-MCP4,,,MCP-4,6/27/2018,10:20,,7.56,387,-42,,,0.348,4.879,0.0033,0.1443,0.0745,BDL,6.67E-07,3.64E-08,BDL,BDL,BDL,BDL,2.14E-04,7.57E-06,5.07E-04,4.70E-06,BDL,BDL,1.78E-04,1.45E-06,2.73E-05,4.58E-07,6.94E-09,5.04E-10,1.72E-09,1.56E-10,1.43E-05,1.58E-07,2.44E-03,4.60E-06,9.02E-05,1.03E-07,BDL,BDL,BDL,BDL,3.36E-08,1.26E-09,2.11E-09,2.62E-10,6.89E-09,1.12E-09,5.58E-06,5.04E-08,BDL,BDL,3.92E-09,2.46E-10,3.40E-06,3.16E-08,BDL,BDL,3.94E-09,3.12E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.98E-06,2.34E-08,3.11E-10,3.07E-11,6.63E-10,7.39E-11,BDL,BDL,2.71E-10,4.60E-11,6.83E-06,2.42E-07,BDL,BDL
ER-MCP4,,,MCP-4,6/29/2018,11:05,,7.73,417,91,,,0.312,4.808,0.0018,0.1444,0.0760,BDL,5.25E-07,2.14E-08,BDL,BDL,BDL,BDL,1.67E-04,3.80E-06,4.16E-04,5.26E-06,BDL,BDL,1.79E-04,1.63E-06,1.98E-05,2.53E-07,3.29E-09,4.07E-10,BDL,BDL,1.15E-05,1.02E-07,1.97E-03,9.85E-06,3.81E-05,2.66E-07,BDL,BDL,BDL,BDL,2.22E-08,1.57E-09,BDL,BDL,BDL,BDL,2.62E-06,8.57E-09,BDL,BDL,1.99E-09,1.16E-10,2.72E-06,1.39E-08,BDL,BDL,3.40E-09,4.45E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.54E-06,1.83E-08,2.74E-10,5.56E-11,BDL,BDL,BDL,BDL,2.46E-10,3.58E-11,7.48E-06,3.49E-07,BDL,BDL
ER-MCP4,,,MCP-4,7/2/2018,11:35,,7.53,417,-62,,,0.303,4.95,0.0020,0.1473,0.0747,BDL,5.94E-07,2.26E-08,BDL,BDL,1.62E-07,1.97E-08,2.10E-04,7.71E-06,4.99E-04,3.11E-06,BDL,BDL,1.81E-04,1.82E-06,2.57E-05,4.74E-07,5.32E-09,4.29E-10,BDL,BDL,1.40E-05,1.66E-07,2.43E-03,1.19E-05,5.26E-05,1.45E-07,BDL,BDL,BDL,BDL,3.28E-08,1.72E-09,1.96E-09,4.08E-10,5.86E-09,7.06E-10,2.40E-06,2.41E-08,BDL,BDL,3.58E-09,1.56E-10,3.33E-06,2.55E-08,BDL,BDL,4.07E-09,7.86E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.93E-06,1.60E-08,3.83E-10,6.34E-11,BDL,BDL,BDL,BDL,2.57E-10,4.75E-11,7.09E-06,2.07E-07,BDL,BDL
ER-MCP4,,,MCP-4,7/6/2018,10:20,108,7.33,398,-84,,,0.292,4.824,0.0017,0.1510,0.0790,BDL,5.09E-07,4.59E-08,BDL,BDL,1.21E-07,1.88E-08,1.51E-04,3.06E-06,3.66E-04,1.95E-06,BDL,BDL,1.81E-04,1.55E-06,1.78E-05,2.26E-07,2.43E-09,3.29E-10,3.92E-09,3.31E-10,1.02E-05,1.03E-07,1.73E-03,7.00E-06,1.59E-05,9.58E-08,BDL,BDL,BDL,BDL,1.90E-08,1.28E-09,1.09E-09,2.85E-10,BDL,BDL,1.33E-06,1.22E-08,BDL,BDL,1.69E-09,1.16E-10,2.36E-06,1.32E-08,BDL,BDL,4.18E-09,6.90E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.32E-06,1.21E-08,2.13E-10,6.16E-11,BDL,BDL,BDL,BDL,2.50E-10,5.89E-11,7.87E-06,2.81E-07,BDL,BDL
ER-MCP4,,,MCP-4,7/10/2018,9:50,110,7.23,411,-91,,,0.317,4.854,0.0021,0.1561,0.0786,BDL,5.39E-07,3.73E-08,BDL,BDL,1.37E-07,1.80E-08,1.68E-04,2.65E-06,4.05E-04,2.61E-06,BDL,BDL,1.80E-04,1.07E-06,2.06E-05,3.80E-07,2.56E-09,4.24E-10,BDL,BDL,1.13E-05,1.58E-07,1.93E-03,7.45E-06,1.74E-05,9.33E-08,BDL,BDL,BDL,BDL,2.60E-08,2.35E-09,1.23E-09,4.34E-10,5.16E-09,9.78E-10,1.55E-06,1.45E-08,BDL,BDL,2.81E-09,2.87E-10,2.65E-06,2.61E-08,BDL,BDL,3.42E-09,4.31E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.49E-06,1.84E-08,2.86E-10,9.30E-11,BDL,BDL,BDL,BDL,2.49E-10,5.35E-11,7.63E-06,2.70E-07,BDL,BDL
ER-MCP4,,,MCP-4,7/12/2018,10:15,109,7.23,398,-95,,,0.306,4.83,0.0018,0.1525,0.0778,BDL,5.71E-07,6.00E-08,BDL,BDL,BDL,BDL,1.74E-04,3.75E-06,3.59E-04,9.21E-06,5.28E-06,1.52E-07,1.74E-04,4.73E-06,1.29E-05,1.74E-07,2.38E-09,4.34E-10,BDL,BDL,1.12E-05,1.01E-07,1.74E-03,1.92E-05,3.61E-05,1.75E-07,BDL,BDL,BDL,BDL,1.92E-08,1.72E-09,1.33E-09,1.87E-10,BDL,BDL,2.50E-06,2.92E-08,BDL,BDL,1.84E-09,1.97E-10,2.66E-06,7.50E-09,BDL,BDL,3.99E-09,3.20E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.50E-06,2.03E-08,3.55E-10,5.93E-11,BDL,BDL,BDL,BDL,2.38E-10,1.82E-11,8.11E-06,3.86E-07,BDL,BDL
ER-MCP4,,,MCP-4,7/17/2018,9:25,,7.39,417,-97,,,0.309,4.652,0.0019,0.1554,0.0818,BDL,6.14E-07,6.99E-08,BDL,BDL,BDL,BDL,1.73E-04,3.56E-06,3.50E-04,1.19E-05,BDL,BDL,1.78E-04,6.59E-06,1.37E-05,1.22E-07,BDL,BDL,BDL,BDL,1.09E-05,7.42E-08,1.66E-03,4.91E-06,2.92E-05,3.33E-07,BDL,BDL,BDL,BDL,1.98E-08,2.49E-09,1.46E-09,2.64E-10,BDL,BDL,1.46E-06,2.43E-08,BDL,BDL,2.13E-09,2.12E-10,2.58E-06,3.56E-08,BDL,BDL,4.01E-09,3.47E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.44E-06,1.75E-08,3.51E-10,2.94E-11,BDL,BDL,BDL,BDL,1.65E-10,1.75E-11,8.43E-06,2.82E-07,BDL,BDL
ER-MCP4,,,MCP-4,7/21/2018,10:21,124,7.62,403,-45,,,0.302,4.696,0.0016,,,,5.65E-07,3.14E-08,BDL,BDL,BDL,BDL,1.87E-04,3.32E-06,3.92E-04,9.64E-06,BDL,BDL,1.78E-04,4.97E-06,1.38E-05,1.36E-07,2.47E-09,1.12E-10,BDL,BDL,1.22E-05,1.24E-07,1.88E-03,1.33E-05,3.71E-05,4.28E-07,BDL,BDL,BDL,BDL,2.57E-08,1.42E-09,1.56E-09,2.00E-10,BDL,BDL,1.18E-06,1.77E-08,BDL,BDL,2.05E-09,1.92E-10,2.91E-06,2.56E-08,BDL,BDL,4.36E-09,6.33E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.61E-06,1.48E-08,3.45E-10,6.58E-11,BDL,BDL,BDL,BDL,2.48E-10,4.42E-11,8.57E-06,3.96E-07,BDL,BDL
ER-MCP4,,,MCP-4,7/24/2018,10:55,130,7.53,412,-80,,,0.305,4.798,0.0025,0.1552,0.0847,BDL,5.94E-07,3.77E-08,BDL,BDL,BDL,BDL,1.77E-04,4.09E-06,3.58E-04,1.11E-05,BDL,BDL,1.81E-04,5.16E-06,1.41E-05,1.38E-07,2.47E-09,2.69E-10,BDL,BDL,1.12E-05,1.77E-07,1.69E-03,2.73E-05,3.21E-05,6.12E-07,BDL,BDL,BDL,BDL,2.08E-08,1.07E-09,1.36E-09,1.69E-10,BDL,BDL,1.02E-06,2.28E-08,BDL,BDL,2.34E-09,2.28E-10,2.66E-06,4.81E-08,BDL,BDL,3.64E-09,4.38E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.47E-06,1.46E-08,3.49E-10,8.12E-11,BDL,BDL,BDL,BDL,1.93E-10,2.99E-11,8.66E-06,3.94E-07,BDL,BDL
ER-MCP5,,,MCP-5,5/27/2018,13:00,,7.68,464,72,3.56,BDL,0.212,5.865,0.0025,0.2590,0.0087,BDL,2.39E-06,3.43E-08,BDL,BDL,1.76E-06,3.02E-08,6.63E-04,5.68E-06,5.00E-04,4.59E-06,1.40E-06,7.29E-08,1.70E-04,6.46E-07,2.63E-05,3.20E-07,2.01E-08,4.70E-10,BDL,BDL,3.14E-06,3.56E-08,1.86E-03,1.23E-05,1.34E-05,6.26E-08,BDL,BDL,BDL,BDL,2.85E-08,2.40E-09,2.45E-09,3.53E-10,5.65E-09,8.22E-10,4.88E-06,2.83E-08,2.26E-09,1.80E-10,6.24E-09,4.34E-10,4.55E-06,1.62E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.44E-06,4.90E-08,1.06E-09,1.21E-10,BDL,BDL,BDL,BDL,5.60E-10,4.54E-11,4.30E-06,2.12E-07,BDL,BDL
ER-MCP5,,,MCP-5,5/31/2018,12:30,,7.81,514,-39,,,0.15,6.018,0.0024,0.2607,0.0104,BDL,2.32E-06,4.80E-08,BDL,BDL,1.78E-06,2.98E-08,6.49E-04,1.85E-06,4.99E-04,7.49E-06,1.57E-06,6.97E-08,1.76E-04,1.59E-06,2.54E-05,3.48E-07,3.95E-09,2.57E-10,BDL,BDL,3.16E-06,3.43E-08,1.85E-03,1.36E-05,2.28E-05,1.92E-07,BDL,BDL,BDL,BDL,2.69E-08,2.27E-09,1.44E-09,3.92E-10,5.49E-09,8.47E-10,9.12E-06,4.71E-08,2.29E-09,1.84E-10,5.07E-09,3.93E-10,4.52E-06,3.82E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.46E-06,5.05E-08,9.76E-10,5.16E-11,6.55E-10,1.10E-10,BDL,BDL,1.52E-10,2.06E-11,4.81E-06,2.24E-07,BDL,BDL
ER-MCP5,,,MCP-5,6/5/2018,12:00,9,7.48,444,-48,,,0.158,6.01,0.0041,0.2528,0.0120,BDL,2.40E-06,4.78E-08,BDL,BDL,1.82E-06,4.54E-08,6.43E-04,7.74E-06,4.82E-04,5.71E-06,1.19E-07,7.31E-08,1.77E-04,1.32E-06,2.54E-05,4.33E-07,3.51E-09,3.56E-10,BDL,BDL,3.09E-06,3.45E-08,1.79E-03,9.43E-06,1.88E-05,1.18E-07,BDL,BDL,BDL,BDL,2.55E-08,1.46E-09,1.37E-09,1.76E-10,4.54E-09,7.84E-10,1.21E-05,5.80E-08,2.20E-09,4.40E-10,5.07E-09,2.66E-10,4.41E-06,1.75E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.30E-06,3.93E-08,1.03E-09,6.64E-11,9.07E-10,1.60E-10,BDL,BDL,BDL,BDL,4.59E-06,2.23E-07,BDL,BDL
ER-MCP5,,,MCP-5,6/7/2018,11:00,12,7.51,892,-12,,,0.138,6.113,0.0028,0.2525,0.0121,BDL,2.50E-06,2.76E-08,BDL,BDL,2.07E-06,3.12E-08,5.66E-04,6.58E-06,4.35E-04,4.23E-06,1.32E-07,7.29E-08,1.70E-04,1.78E-06,2.35E-05,3.89E-07,2.53E-09,2.07E-10,7.83E-09,5.11E-10,3.12E-06,2.90E-08,1.74E-03,1.55E-05,2.21E-05,6.97E-08,BDL,BDL,4.43E-08,5.73E-09,2.66E-08,2.45E-09,1.53E-09,2.79E-10,8.69E-09,8.08E-10,7.55E-06,7.65E-08,2.31E-09,1.59E-10,4.79E-09,1.73E-10,4.35E-06,3.39E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.40E-06,6.44E-08,1.07E-09,1.19E-10,7.31E-10,9.94E-11,1.93E-10,7.39E-11,BDL,BDL,4.33E-06,2.63E-07,BDL,BDL
ER-MCP5,,,MCP-5,6/9/2018,11:05,15,7.52,448,-25,,,0.141,6.076,0.0028,0.2525,0.0131,BDL,2.44E-06,4.92E-08,BDL,BDL,2.08E-06,3.65E-08,5.70E-04,7.15E-06,4.37E-04,6.99E-06,BDL,BDL,1.72E-04,2.67E-06,2.32E-05,3.63E-07,2.18E-09,2.83E-10,BDL,BDL,3.11E-06,2.69E-08,1.75E-03,7.59E-06,2.19E-05,7.49E-08,BDL,BDL,3.87E-08,5.90E-09,2.79E-08,1.85E-09,1.40E-09,2.48E-10,7.44E-09,1.30E-09,1.16E-05,3.70E-08,2.34E-09,2.83E-10,5.10E-09,2.14E-10,4.38E-06,3.39E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.48E-06,6.31E-08,1.07E-09,9.73E-11,8.21E-10,8.79E-11,BDL,BDL,BDL,BDL,4.51E-06,1.80E-07,BDL,BDL
ER-MCP5,,,MCP-5,6/12/2018,10:50,19,7.49,803,-68,,,0.16,5.364,0.0030,0.2543,0.0119,BDL,1.13E-06,5.91E-08,BDL,BDL,1.83E-06,2.93E-08,6.08E-04,5.40E-06,4.44E-04,1.56E-05,BDL,BDL,1.67E-04,2.77E-06,2.39E-05,5.77E-07,2.36E-09,1.60E-10,BDL,BDL,3.17E-06,2.97E-08,1.72E-03,1.40E-05,2.30E-05,2.35E-07,BDL,BDL,BDL,BDL,3.31E-08,1.99E-09,1.20E-09,1.14E-10,3.84E-09,4.76E-10,2.78E-05,2.25E-07,2.14E-09,2.32E-10,4.71E-09,1.88E-10,4.42E-06,2.63E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.56E-06,3.39E-08,1.13E-09,1.27E-10,1.76E-09,1.28E-10,BDL,BDL,BDL,BDL,6.60E-06,4.13E-07,BDL,BDL
ER-MCP5,,,MCP-5,6/14/2018,9:40,18,,419,-54,,,0.151,5.34,0.0021,0.2528,0.0130,BDL,1.04E-06,7.58E-08,BDL,BDL,1.85E-06,6.46E-09,6.05E-04,6.13E-06,4.32E-04,1.52E-05,BDL,BDL,1.64E-04,3.07E-06,2.59E-05,4.72E-07,2.68E-09,2.56E-10,4.53E-09,3.76E-10,3.14E-06,2.95E-08,1.68E-03,1.19E-05,2.43E-05,6.35E-08,BDL,BDL,BDL,BDL,3.66E-08,1.82E-09,1.47E-09,2.17E-10,9.95E-09,7.46E-10,8.67E-06,5.27E-08,2.07E-09,3.83E-10,5.61E-09,1.57E-10,4.28E-06,2.10E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.36E-06,4.20E-08,1.07E-09,4.12E-11,1.12E-09,6.49E-11,BDL,BDL,BDL,BDL,7.33E-06,5.23E-07,2.14E-09,6.65E-10
ER-MCP5,,,MCP-5,6/19/2018,11:45,23,,506,-138,,,0.279,5.268,0.0032,0.0193,0.0120,BDL,1.19E-06,8.68E-08,BDL,BDL,1.95E-06,7.63E-09,6.24E-04,2.66E-06,4.44E-04,1.46E-05,BDL,BDL,1.72E-04,3.45E-06,2.42E-05,4.24E-07,3.58E-09,1.38E-10,BDL,BDL,3.19E-06,3.27E-08,1.73E-03,1.20E-05,3.22E-05,9.69E-08,BDL,BDL,BDL,BDL,3.32E-08,1.91E-09,1.22E-09,1.59E-10,4.37E-09,4.66E-10,1.26E-05,9.08E-08,2.74E-09,3.60E-10,4.84E-09,2.27E-10,4.42E-06,3.21E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.60E-06,3.40E-08,1.17E-09,1.11E-10,1.25E-09,9.14E-11,BDL,BDL,BDL,BDL,6.88E-06,3.70E-07,3.00E-09,6.30E-10
ER-MCP5,,,MCP-5,6/21/2018,11:00,,,539,-81,,,0.235,5.417,0.0036,0.2521,0.0128,BDL,1.17E-06,7.42E-08,BDL,BDL,1.96E-06,2.49E-08,6.19E-04,4.48E-06,4.31E-04,1.58E-05,BDL,BDL,1.70E-04,3.25E-06,2.42E-05,4.89E-07,2.45E-09,2.31E-10,BDL,BDL,3.18E-06,3.58E-08,1.71E-03,1.39E-06,2.43E-05,3.02E-08,BDL,BDL,BDL,BDL,3.52E-08,2.43E-09,1.36E-09,3.11E-10,6.27E-09,4.65E-10,1.85E-05,8.11E-08,2.35E-09,3.32E-10,4.74E-09,1.11E-10,4.37E-06,2.66E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.57E-06,1.07E-08,1.18E-09,7.07E-11,1.29E-09,7.99E-11,BDL,BDL,BDL,BDL,6.87E-06,4.64E-07,2.07E-09,3.33E-10
ER-MCP5,,,MCP-5,6/27/2018,10:30,,7.41,468,-52,,,0.217,5.242,0.0037,0.2496,0.0161,BDL,2.21E-06,2.97E-08,BDL,BDL,1.99E-06,4.88E-08,4.82E-04,8.80E-06,3.59E-04,2.51E-06,BDL,BDL,1.84E-04,1.33E-06,2.65E-05,3.84E-07,BDL,BDL,BDL,BDL,2.45E-06,2.61E-08,1.45E-03,5.27E-06,7.07E-06,5.03E-08,BDL,BDL,BDL,BDL,1.70E-08,1.54E-09,BDL,BDL,BDL,BDL,1.57E-05,1.28E-07,BDL,BDL,3.61E-09,2.49E-10,3.33E-06,1.59E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,4.13E-06,1.54E-08,7.72E-10,1.05E-10,BDL,BDL,BDL,BDL,BDL,BDL,6.06E-06,3.39E-07,BDL,BDL
ER-MCP5,,,MCP-5,6/29/2018,11:15,,7.57,463,67,,,0.174,5.656,0.0037,0.2525,0.0200,BDL,2.96E-06,2.36E-08,BDL,BDL,1.93E-06,3.25E-08,6.85E-04,1.70E-05,5.59E-04,6.66E-06,BDL,BDL,1.82E-04,1.18E-06,3.91E-05,5.36E-07,3.28E-09,3.45E-10,BDL,BDL,3.94E-06,4.65E-08,2.42E-03,9.52E-06,1.77E-05,1.04E-07,BDL,BDL,BDL,BDL,2.90E-08,1.28E-09,1.10E-09,2.72E-10,BDL,BDL,1.06E-05,4.44E-08,BDL,BDL,6.40E-09,3.09E-10,5.42E-06,4.64E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,6.91E-06,5.33E-08,1.16E-09,9.63E-11,6.42E-10,9.53E-11,BDL,BDL,BDL,BDL,6.03E-06,4.25E-07,BDL,BDL
ER-MCP5,,,MCP-5,7/2/2018,11:50,,7.36,461,-60,,,0.2,5.678,0.0038,0.2575,0.0250,BDL,3.06E-06,5.34E-08,BDL,BDL,1.99E-06,4.14E-08,6.84E-04,1.30E-05,5.70E-04,2.60E-06,BDL,BDL,1.83E-04,1.12E-06,4.28E-05,6.79E-07,3.25E-09,5.28E-10,BDL,BDL,4.05E-06,4.58E-08,2.47E-03,1.20E-05,1.88E-05,5.00E-08,BDL,BDL,BDL,BDL,2.92E-08,2.46E-09,1.25E-09,2.50E-10,3.65E-09,7.79E-10,1.76E-05,9.28E-08,BDL,BDL,7.19E-09,4.41E-10,5.54E-06,2.92E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,7.05E-06,4.46E-08,1.24E-09,6.20E-11,1.10E-09,6.82E-11,BDL,BDL,1.51E-10,5.32E-11,6.68E-06,4.06E-07,BDL,BDL
ER-MCP5,,,MCP-5,7/6/2018,10:30,35,7.19,448,-220,,,0.163,5.398,0.0036,0.2547,0.0215,BDL,3.20E-06,7.53E-08,BDL,BDL,2.31E-06,3.56E-08,6.58E-04,1.27E-05,5.60E-04,4.12E-06,BDL,BDL,1.74E-04,1.39E-06,4.41E-05,6.48E-07,4.82E-09,3.58E-10,7.50E-09,5.92E-10,4.07E-06,4.05E-08,2.22E-03,1.58E-05,5.49E-05,2.73E-07,BDL,BDL,BDL,BDL,5.59E-08,2.37E-09,1.84E-09,2.14E-10,1.88E-08,1.02E-09,4.73E-05,2.71E-07,3.73E-09,2.57E-10,7.83E-09,2.95E-10,5.88E-06,5.57E-08,BDL,BDL,BDL,BDL,4.36E-09,5.69E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,7.34E-06,3.22E-08,1.33E-09,8.54E-11,3.33E-09,2.13E-10,2.44E-10,1.12E-10,1.66E-10,3.23E-11,5.61E-06,2.67E-07,BDL,BDL
ER-MCP5,,,MCP-5,7/10/2018,10:00,35,7,467,-87,,,0.15,5.48,0.0037,0.2549,0.0225,BDL,2.72E-06,6.33E-08,BDL,BDL,2.43E-06,3.82E-08,5.07E-04,6.91E-06,4.38E-04,1.44E-06,BDL,BDL,1.76E-04,1.34E-06,3.25E-05,4.26E-07,BDL,BDL,BDL,BDL,3.23E-06,2.27E-08,1.74E-03,1.13E-05,1.16E-05,6.62E-08,BDL,BDL,BDL,BDL,2.18E-08,1.49E-09,1.15E-09,2.93E-10,3.39E-09,6.47E-10,1.33E-05,1.36E-07,3.34E-09,4.05E-10,5.00E-09,3.42E-10,4.43E-06,1.20E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.49E-06,4.66E-08,9.79E-10,1.00E-10,BDL,BDL,BDL,BDL,1.60E-10,2.93E-11,5.90E-06,2.98E-07,BDL,BDL
ER-MCP5,,,MCP-5,7/12/2018,10:30,35,6.99,457,-107,,,0.158,5.55,0.0039,0.2516,0.0199,BDL,2.80E-06,8.96E-08,BDL,BDL,BDL,BDL,5.24E-04,9.61E-06,4.43E-04,1.08E-05,BDL,BDL,1.88E-04,5.37E-06,3.02E-05,4.73E-07,1.86E-09,2.74E-10,BDL,BDL,3.48E-06,6.67E-08,1.79E-03,2.30E-05,2.59E-05,1.46E-07,BDL,BDL,BDL,BDL,2.16E-08,3.13E-09,1.38E-09,2.31E-10,BDL,BDL,1.87E-05,1.79E-07,3.61E-09,3.78E-10,5.84E-09,2.92E-10,4.73E-06,4.78E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.67E-06,5.09E-08,1.24E-09,5.20E-11,6.82E-10,7.28E-11,BDL,BDL,BDL,BDL,5.59E-06,3.07E-07,BDL,BDL
ER-MCP5,,,MCP-5,7/17/2018,9:35,37,7.17,447,-90,,,0.152,5.524,0.0038,0.2543,0.0145,BDL,2.73E-06,9.16E-08,BDL,BDL,BDL,BDL,5.18E-04,8.51E-06,4.25E-04,1.15E-05,BDL,BDL,1.90E-04,7.13E-06,3.07E-05,1.84E-07,2.21E-09,2.79E-10,9.59E-09,4.20E-09,3.35E-06,2.39E-08,1.72E-03,1.15E-05,2.42E-05,4.37E-07,BDL,BDL,BDL,BDL,2.37E-08,3.70E-09,1.38E-09,2.98E-10,BDL,BDL,1.02E-05,7.96E-08,3.61E-09,3.25E-10,5.87E-09,2.93E-10,4.62E-06,4.90E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.53E-06,2.58E-08,1.19E-09,9.66E-11,4.03E-10,8.08E-11,BDL,BDL,BDL,BDL,5.52E-06,2.65E-07,BDL,BDL
